Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
06/09/23,"Payday loan, title loan, or personal loan",Payday loan,Can't stop withdrawals from your bank account,None,"I have contacted Money LionXXXX XXXX for the past two weeks. 
They attempted debit withdrawals daily on XX/XX/23, XX/XX/23, XX/XX/23, XX/XX/23, XX/XX/23, XX/XX/23, XX/XX/23 and XX/XX/23. I revoked my authorization for checking and debit, but Money Lion continues, even though they acknowledged my request and advised authorization had been revoked. In addition, they informed me of a {$200.00} loan, I never received it, but Moneylion states it is tied it to some type of membership. I have email communication and I called them as well, but they continue to submit these debits. 

I have made numerous payments to Moneylion, but they are adding charges and fees for funds not received nor memberships I signed up for with Moneylion.",Company believes the complaint provided an opportunity to answer consumer's questions,MoneyLion Inc.,TX,75038,Older American,Consent provided,Web,06/09/23,Closed with explanation,Yes,N/A,7096568
05/08/23,"Payday loan, title loan, or personal loan",Installment loan,Getting the loan,None,"I went to a local location of XXXX XXXX to get an estimate about a dental procedure that would cost several thousand dollars. They offered me the financing option to open a XXXX XXXX credit account. I did not want to select the financing option, but before I knew it, I received a letter informing me that an account with a credit limit of XXXX  had been opened with XXXX XXXX in my name. 

When I called XXXX XXXX and visited the location in person, their office XXXX, XXXX, said their computers were down. I checked back two or three times over the course of two weeks, and their systems had still yet to be repaired. 

I also called XXXX XXXX, and they said that they need to investigate. However, if I did not make the minimum payment, then I would be subject to late fees and interest payments.",None,"Bread Financial Holdings, Inc.",OH,43119,None,Consent provided,Web,06/12/23,Closed with monetary relief,Yes,N/A,6944442
04/20/23,"Payday loan, title loan, or personal loan",Personal line of credit,Getting a line of credit,None,"I was offered a pre-approval upgrade personal line of credit, was ( phone verified ) and have not received the personal line of credit even tough I was approved. Card approval # XXXX.",None,"UPGRADE, INC.",MS,394XX,Older American,Consent provided,Web,05/23/23,Closed with explanation,Yes,N/A,6860699
07/26/23,"Payday loan, title loan, or personal loan",Personal line of credit,Getting a line of credit,None,"I directed a letter to XXXX XXXX XXXXXXXX XXXX XXXXXXXXXXXX XXXX XXXXXXXXXXXX XXXX  PNC Financial Services Group and PNC Bank N.A . It describes fully the events forming the basis for our complaint. While it includes some personal information, it is the best vehicle to summarize the matter and I have included it in the additional documents section below. 



XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX, XXXX and XXXX XXXX XXXX PNC XXXX XXXX XXXX XXXX XXXX at PNC XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX Dear XXXX XXXX I am writing to you today to bring to your attention a most disturbing and negative interaction my wife and I recently experienced with your financial institution, PNC Bank, N.A. ( hereinafter PNC ). On XX/XX/XXXX, we spoke with a representative of PNC, XXXX XXXX XXXX ( NMLS # XXXX ), with regard to an application for a Home Owner Equity Line of Credit in the amount of {$160000.00}. As background information, we had established a previous HOE line with PNC in XX/XX/XXXX, in the amount of {$100000.00} to assist with home improvements. The increased credit amount was to accommodate additional improvements we had made to our home, subsequent to that time. XXXX XXXX took our application over the telephone, and assured us with our positive credit profile and favorable credit scores, along with our existing relationship, the increased credit request should be no problem. 

We were subsequently contacted by our XXXX XXXX, XXXX XXXX XXXX ( XXXX # XXXX ), who requested standard documentation to support reported income information. We provided XXXX XXXX with all documents requested. In several discussions with XXXX XXXX, it appeared that she was somewhat overwhelmed by our sources of income. My wife and I are retired, and we generate income from a number of investment sources. I retired in XXXX, and XXXX retired in XXXX. We manage our financial affairs in a sound and prudent manner, and have handled all of our credit obligations impeccably over that fifteen year retirement horizon. The manner in which we generate our income is obviously not the typical situation, such as an applicant who is employed and provides prior years W-2s and recent pay stubs to support their income. My impression was that XXXX XXXX had a difficult time understanding our financial situation. 

My wife and I are both retired XXXX, XXXX XXXX. XXXX spent XXXX years in banking, primarily as the XXXX XXXXXXXX for several financial institutions here in XXXX. I spent XXXX years in the industry, primarily in the lending function. I served as the XXXX XXXX XXXX for XXXX independent banks over the last XXXX years of my banking career. I bring this to your attention as evidence that we know the banking industry and how it operates. I know a qualified credit request, and would not apply for a loan for which we did not qualify. 

You can imagine my shock when I was advised by XXXX XXXX on XX/XX/XXXX, that our credit request had been denied by the PNC underwriting department for insufficient income to Page 2 Continuation of Letter to XXXX XXXX XXXX and PNC Bank N.A . 


service the debt. The specific reason identified in the formal Adverse Action Letter we received dated XX/XX/XXXX, was Excessive Obligations in Relation to Income. In several subsequent discussions with XXXX XXXX, wherein I requested additional information and clarification as to how the income and debt service had been calculated, she was unable to provide specific numbers related thereto or the methodology used to derive it by the underwriting department. 

On XX/XX/XXXX, I had a lengthy telephone conversation with XXXX XXXX during which she tried to explain how our annual income amount had been calculated. Her explanation was meaningless to me, as the figure she provided ( {$89000.00} in verified income ) had no correlation to any of the income information we had provided. In fact, it was over {$30000.00} less per year than our income verification documents we had submitted for the previous XXXX year period. Because I was insistent that something was wrong or not properly analyzed, XXXX XXXX said she would file an appeal of the decision and have it reviewed by a second underwriter. I have no idea whether or not she filed the appeal, because I never heard from her again. It is my understanding that the telephone calls dealing with credit applications are all recorded by PNC. If that is the case, I believe you would find a review of the XX/XX/XXXX, telephone call most instructive, in terms of providing an accurate summary of the application process we endured and the frustration we experienced in not being able to get credible answers to reasonable questions. 

Subsequent to the XX/XX/XXXX telephone call, I reviewed all of the information XXXX XXXX had provided relative to the credit underwriting. In an attempt to clarify what I perceived as an erroneous assumption by the PNC underwriter, I sent XXXX XXXX a communique by email outlining where I believed the breakdown occurred. A copy of that email is included for your information. It is interesting to note that at the end of the XX/XX/XXXX telephone call ( a Friday ), XXXX XXXX assured me she would contact me early in the following week to discuss the results of her appeal. On XX/XX/XXXX, ( Sunday ) I directed my email to her. Subsequently, I made XXXX separate telephone calls to her, wherein I left voice-mail messages asking her to acknowledge receipt of the email and to update me on the current status of the appeal. I never received a return call from her. My next communication with PNC was the standard Adverse Action Letter which we received by mail on XX/XX/XXXX. 

To say that the manner in which this credit request was handled by PNC is a stain on the companys reputation is an understatement. My wife and I believe we did not receive fair treatment from your bank, XXXX XXXX. Subsequently I have reviewed the entire application and credit denial process with several former colleagues in the banking industry, each of whom have a high level of knowledge and expertise related to the bank lending function. All agreed and are willing to give testimony to the fact that, based upon generally accepted principles of credit-granting criteria, the credit request was not handled in the appropriate manner. Within that context, it is interesting to note that the credit facility my wife and I were denied by PNC was, in fact, granted by a competitive financial institution. We executed loan documents on XX/XX/XXXX. 

Page 3 Continuation of Letter to XXXX XXXX XXXX and PNC Bank N.A . 


I have taken the time to write to you about this incident, XXXX XXXX, in the hope that some degree of review and action on your part will result in meaningful corrective action within PNC to preclude future applicants from receiving the same treatment my wife and I experienced. As I indicated earlier, we felt that the treatment we received from PNC was eminently unfair. More specifically, we believe that age discrimination played a role in the ultimate credit decision, in direct violation of the Equal Credit Opportunity Act. To that end, I have forwarded a copy of this letter to the governmental agency that administers compliance with that federal statute, the Bureau of Consumer Financial Protection, in the hope that they will take whatever action they deem appropriate. In addition, we have filed a formal consumer complaint with the subject agency regarding the events outlined in this letter. I would be most interested in hearing your thoughts about the matter, once you have had an opportunity to look into it. 


Sincerely, XXXX XXXX XXXX, XXXX. 
XXXX XXXX XXXX XXXXXXXX XXXX XXXXXXXX ( XXXX ) XXXXXXXX XXXX 
Cc : Bureau of Consumer Financial Protection 1700 G Street NW Washington, DC 20006",None,PNC Bank N.A.,CA,93004,Older American,Consent provided,Web,07/26/23,Closed with explanation,Yes,N/A,7309322
07/11/23,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,None,"The amount of monthly payment Bank of the West applies to the interest payment varies and always has since this simple interest, installment loan began. It makes zero sense and isn't how these loans work. 

Simple interest installment loans have an amortization schedule over the life of the loan showing where from day 1 a portion of the monthly payment will go to principal and another portion to interest. Over time, more of the monthly payment begins to go toward the principal as the interest amount owed lowers becasue it is based on the total principal value.

This is not what has been happening with my installment loan since day one and a simple review of its payment history will reflect exactly what I am saying.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BMO Bank, N.A.",SC,29036,None,Consent provided,Web,07/11/23,Closed with explanation,Yes,N/A,7236185
07/25/23,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,None,I had submitted Complaint Id XXXX and the response offer from wells fargo was if i paod {$990.00} by XX/XX/2023. All interest charged would be waived. I paid the required amount online and interest of more than {$1500.00} has not been waived. I have attempted to talk to the escalation person who sent offer and left multiple messages but no response or call back,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,75051,None,Consent provided,Web,07/25/23,Closed with monetary relief,Yes,N/A,7300151
04/12/23,"Payday loan, title loan, or personal loan",Personal line of credit,Problem with cash advance,None,"I was trying to get a loan and I got approved for {$5000.00}. The person on the phone said that they had to send me {$2000.00} for a verification so he sent me the {$2000.00} after I gave my banking account then he wanted the {$2000.00} back via XXXX XXXX. The person on the phone try different cash app names and you kept on denying.The cash app didnt work so he wanted gift cards and then cash app, I got the gift cards and sent it to him and then I realize that I was probably getting scammed and I asked to end the it. but I still had {$1000.00} and I dont know how to get back to him. It was under lending tree which I know is a loan company but it seemed iffy and so I stopped.",None,"Home Loan Center, Inc.",PA,190XX,None,Consent provided,Web,04/12/23,Closed with explanation,Yes,N/A,6828260
02/13/23,"Payday loan, title loan, or personal loan",Installment loan,Struggling to pay your loan,None,"I received a loan for solar panels on XX/XX/XXXX. Per their documents in the disbursement section, they would not disburse the money until certain conditions were met. I remained in constant contact with the XXXX representative. I repeatedly inquired about when and if the system was going to become operational. Mosaic was aware that the system was not operational. Payments became due to Mosaic on XX/XX/XXXX ( {$210.00} ). I began to make payments even though the panels were no yet working. They proceeded to disburse the money to the installation company ( XXXX XXXX XXXX XXXX XXXX XXXX ) which is now no longer in service and can not be reached for comment. The money should not have been disbursed until the installation was complete and operational. I have opened 2 complaints. One with Mosaic on XX/XX/XXXX in which case they told me they would try to contact my installer. This complaint was closed by Mosaic on XX/XX/XXXX because they were "" unable to reach XXXX XXXX XXXX to review ( my ) complaint ''. The other complaint was filed with the Attorney General 's office ( Public Protection Division against XXXX XXXX - XXXX XXXX XXXX ) and was accepted on XX/XX/XXXX. It is still an active complaint. I do not think I should be paying for a product that has never been operational.",None,Solar Mosaic LLC,AR,72701,None,Consent provided,Web,02/13/23,Closed with explanation,Yes,N/A,6565693
05/18/23,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,None,"Parties involved : XXXXXXXX XXXX XXXX XXXX XXXX XXXXXXXX ( my day-to-day point of contact ) XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  ( CEO of the parent company XXXX XXXX XXXX  he is on a couple of emails, and his name is attached to the "" Release Agreement '' ) XXXX XXXX XXXX  ( Affiliate Partner of XXXX XXXX ) XXXX XXXX - XXXX ( point of contact that XXXX worked with ) XXXX XXXX XXXX - XXXX ( I don't know who this is, but he was copied on email threads ) Complaint : I applied for a loan, and as a result, it ended up costing me {$5500.00}. Additionally, the lender ordered title work from a title attorney before being 100 % sure they could close the loan. The title company is now demanding payment of {$7300.00} for the abstracts and title work, and the invoice is directed to me. The lender is refusing to pay, and I certainly should not be on the hook for this payment, as I did not direct the lender to order title work, nor was I aware that it had been ordered. 

Details : On or around XX/XX/2023, I began working with XXXX XXXX on a loan to refinance my portfolio of XXXX properties. XXXX XXXX originally reviewed my portfolio and made me an offer. I accepted. Then it moved to XXXX XXXX 's processing & underwriting department, who came back and said XXXX XXXX would not be able to move forward with the loan based on their underwriting algorithms and calculations. 

Around XX/XX/2023, XXXX XXXX came back with a new offer. They involved XXXX of their affiliate partners, Lima One Capital. I was told that Lima 's lending model would work for my portfolio. I was then asked to pay a deposit for the appraisals upfront ... which I thought was highly unusual, but I agreed to do it because the representative ( XXXX ) seemed confident that Lima would be able to close the deal. The total appraisal deposit was {$15000.00}. 

On or near XX/XX/2023, I was informed that the appraisals came back too low, and that Lima One Capital would not be able to close the loan. And that I had lost my {$15000.00} deposit. The justification they gave was, "" you paid for the appraisals '', and you have them. So the work was done, and you paid for the work. 

I argued that I would not have ordered, nor paid for these appraisals without the belief that they would accrue to my receipt of the loan. I argued that this was bordering on Predatory Lending, and this feels like a UDAAP violation. I then sent an email to XXXX, XXXX, and XXXX explaining that what I felt. 

I also felt there was some appraisal bias going on because my properties are in a predominantly XXXX area of town, and because I am a XXXX XXXX XXXX. Additionally, some of the appraisals came back lower than the original appraisals when I purchased the properties. Now, I know that is a heavy card to play, and I didn't have any real, solid proof of that accusation. Therefore, I only mentioned it in my email to XXXX, and didn't really pursue that piece of the matter any further. 

XXXX then came back and offered to settle with me to refund {$10000.00} of the {$15000.00} I paid as a deposit on the appraisals. The made me sign a release agreement that would prevent me from taking further legal action against XXXX XXXX, and that I would not disparage them publicly. I signed this agreement because I am a small business, and I didn't want to start a prolonged legal battle that would end up costing me more money in the long-run. And at that point I thought it was over, and I would just take my {$5500.00} loss and move on. 

Fast forward to XX/XX/2023, the title company sent me an invoice for {$7300.00} for title / abstract work that had been ordered by Lima One Capital for this deal. I then forwarded that invoice and email to XXXX at XXXX. I also called XXXX, and she told me that this was an issue between the lenders and the title company, and that I should not have any liability here. 

Now today, XX/XX/2023, the title company followed up with us about that invoice. XXXX responded to the title company stating that "" that is the risk the title company takes if the loan does not close ''. I saw this email thread was becoming tense, and so I called the title company to ensure that I was not the target of their ire. I don't want to be sued as a result of this matter. And that I do believe that Lima One should pay the title company because they were the group who ordered the title. And it was their faulty business model and processes who had me pay for appraisals before they new with 100 % certainty that they could close the loan. And it was Lima One 's faulty business processes who ordered title prior to knowing with 100 % certainty that they could close the loan. 

Throughout the email exchanges with the title company, XXXX, the representative from Lima One, has been quiet and non-responsive. 

The bottom line here is that : I am a consumer who applied for a loan. And as a result of applying for that loan, I lost {$5500.00}, and could potentially be on the hook for another {$7300.00} ... or worse, I might have to retain an attorney and pay much more in legal fees to defend myself if the title company decides to sue us all. 

How is that right? How is that legal? 

I have attached most of the emails pertaining to this matter... going back to XX/XX/2023. There is a XXXX limit on attachments, so I could not upload all the documents I have. But can provide at a later time if needed.",None,"Lima One Capital, LLC",TX,75240,None,Consent provided,Web,06/05/23,Closed with explanation,Yes,N/A,6997714
03/14/23,"Payday loan, title loan, or personal loan",Pawn loan,Can't contact lender or servicer,None,"This is regarding client of this company XXXX XXXXXXXX XXXX XXXX. 

The plumbing manager was trying to force me to take a tank water heater when I paid for tankless. I feel like my rights as a homeowner were being trampled on. Is he paying for the job or am I? He has no right to force me to take something. For two to three hours, I had no idea what was going on. At one point I asked for my existing tank to be put back and just cancel the job to the worker and plumbing manager. But my old tank AFTER removal did not work was what I was told. For two to three hours, I had no idea what was going on and did not have peace of mind. I was trying to reach my advisor and called the general number, but could not speak with anyone. You can not put a price on having peace of mind. After some time I was told they would run the gas line the next day. I was out of the heat for one day on XX/XX/XXXX, I was told that everything would be up and running on day 1. Due to a gas line being added the job is taking 2 days. This job is not yet completed and they have taken the money from the lender. My HOA has contacted me regarding the outside and asked when they are coming back to finish everything. I can not give them that day because they have not told me the day. They need to fix/replace the door, the outside lawn area needs work and it needs to pass inspection. They are not in a rush to line this up since they have been paid against my permission, I would have gladly paid them after they have completed all the work. It passed inspection 2 weeks ago, they said they would come back to fix/replace my closet door. After about 2 weeks of trying to speak to someone, I spoke to XXXX and he stated because I "" choose the system '' they will not attempt to fix my door. They wanted to put a bigger tank than a tankless water heater. Also they need to clean the yard there are still flags and markings on the ground. This is over a month and the company was paid after a week, they should not have been paid. In addition, the water tank makes strange noises sometimes. 

Also, XXXX XXXX XXXX XXXX says they are XXXX XXXX XXXX accredited and they are not. If I had known this, I would not have chosen this company. This company needs to fix my doors.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,"Paramount GR Holdings, LLC",NC,28601,None,Consent provided,Web,03/14/23,Closed with explanation,Yes,N/A,6695176
02/07/23,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,None,Ive paid more than the borrowed amount.,None,WLCC,CA,92618,None,Consent provided,Web,02/07/23,Closed with explanation,Yes,N/A,6540997
07/17/23,"Payday loan, title loan, or personal loan",Personal line of credit,Problem with additional add-on products or services,None,hi ive had my privacy breached by google they are giving me errors in my website and wont let me access any of these cards they are stopping me from deploying my cloud they have breached all my policies and contracts and committing fraudulant behaviour they are hiding my money and can i gfet this resolved please this has been going on all year i dont have specific dates but i have proof,None,Google Compare Credit Cards Inc.,None,XXXXX,None,Consent provided,Web,07/18/23,Closed with explanation,Yes,N/A,7261306
03/20/23,"Payday loan, title loan, or personal loan",Installment loan,Problem with the payoff process at the end of the loan,None,"Companies involved : XXXX XXXX XXXX XXXX. 
XXXX  XXXX XXXX XXXX, CA XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX, NJ XXXX ( XXXX ) XXXX System & Services Technology XXXX XXXX XXXX XXXX XXXX Mo XXXX XXXX XXXX XXXX Unknown location ( They are answering the phone now when S & ST is called. ) I obtained a borrow & grow plan Saving-Secured loan with XXXX on XX/XX/2022. 
In XX/XX/2022 I was advised that Systems & Services Technology out of New Jersey was taking over the loan and any questions regarding this would have to be handled by them. 
All my payment history is no longer available on the XXXX website. The only thing available is the savings account amount. 
1st On my agreement, XXXX states that "" I '' have a savings account ending in XXXX with XXXX XXXX XXXX. The loan amount was for XXXX. I only physically received XXXX. The other half was to remain in my XXXX XXXX savings account. I was also told and it is stated in my contract that there is no prepayment penalty. I was not told I would be paying interest on the savings amount. It was my understanding I would be only paying interest on the amount that was deposited into my checking account which was XXXX. 
** I called XXXX XXXX XXXX  and I have no savings account and they advised their account agreement that XXXX provided is NOT their agreement. This should be illegal and misrepresenting and should void this contract. 

2nd I called Systems & Services Tech. several times to pay this off, after their take over. They instructed me that I would have to pay my savings amount to them in addition to the amount left over from the amount that was deposited in my checking account. They stated then they would pay my savings amount back to me and this could take up to 20 days. This does not sound legal. 
Today I called them and a XXXX XXXX  answered, when I questioned why they were answering they stated they were affiliated with SST. I told them I wanted to pay the amount I owe and only the amount that was left over from the funds deposited into my checking account. I also ask for a print out history of my full payment history. XXXX advised she could not do that. They don't have it, neither does XXXX. She told me a Supervisor XXXX XXXX would be calling me back. I also told her I made an extra payment that I made sure they knew was to be applied to principle only and it was not they took out interest. 
I researched the company on the XXXX  and I am finding that there are a lot of people that paid them in full ( their savings and what was due ) up front just to close the account and still have not received their savings. 
I have been in good standings and have paid my account when due. I want to close this account and close the auto draft with this company. I don't feel like these companies are operating legally. Some one should stop them. I do not want to pay them my savings amount ( which I have had no access too ) I only want to pay what is due. I am asking for an amortization of my loan and payment history.",None,Alorica Inc.,TN,370XX,None,Consent provided,Web,04/18/23,Closed with explanation,Yes,N/A,6720930
07/17/23,"Payday loan, title loan, or personal loan",Title loan,Vehicle was repossessed or sold the vehicle,None,I got the title loan in XXXX the car was registered to me and the title was in my name they repossessed the car sent it to the insurance and then brought it back and in court relinquished the car to XXXX  XXXX XXXX I was never given the option to retrieve the car nor was I informed that it was being repossessed. they are trying to charge me the full amount of the loan but can not return the collateral that was put up for it. they will not discuss anything with me because the manager that went to court has since been fired along with another manager for basically doing whatever they wanted. titlemaxs  legal department did not appear in court the manager did.,None,TMX Finance LLC,KS,67501,None,Consent provided,Web,07/17/23,Closed with explanation,No,N/A,7262279
01/30/23,"Payday loan, title loan, or personal loan",Personal line of credit,Credit limit changed,None,The company forfeited this account after I bought this credit line with a bank account it costed {$750.00} to open this line of credit after I bought the line of credit for XXXX was never subtracted from the full bal,None,"EQUIFAX, INC.",MI,48310,None,Consent provided,Web,01/30/23,Closed with explanation,Yes,N/A,6506150
02/28/23,"Payday loan, title loan, or personal loan",Installment loan,Getting the loan,None,"O/A XX/XX/XXXX, I met with XXXX XXXX XXXX Vice President Branch Manager at Banner Bank in XXXX XXXX California to secure a small business loan for a XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX During our initial meeting, XXXX XXXX explained the difficulties new restauranteurs faced securing credit, one being the nature of the business and in my case, lack of experience. Fortunately, he said that with my skills as a XXXX Veteran, there was a possibility that I may prevail in receiving funding that others may have not. I provided him with the initial documents that he requested and waited for his response. 

On XX/XX/XXXXXXXX XXXX XXXX XXXX XXXX informed me I had met the initial screening criteria and that although I was a XXXX XXXX, Banner would proceed with the loan application process. Large in part to what he said were strong financials. I filled out the loan application and provided him with updated documents. I also opened a Banner Business account at his suggestion because he said that would look favorable to the loan officer. 

Throughout the month I updated him on changes to my business plan. The largest being a drop in construction costs by {$150000.00}. With each new update, he said that he would note the adjustments in my loan application. 

On XX/XX/XXXX, I met with XXXX XXXX, and he informed me that Banner Bank denied the loan due to my debt coverage service ratio. XXXX XXXX explained the SBA standard was 1.25, Banner Banks was 1.4 and mine was only XXXX I asked him to provide me with the calculations, however, he did not. While I was unfamiliar with the ratio, he knew that I had an XXXX from XXXX University and with a little research could understand the calculation, yet he said it was too difficult for me to comprehend. 

As the conversation went on, I pointed out to him that although I had provided him with updated figures, he had erroneously used the original infill costs in his calculations. I also explained that my monthly income had increased and asked if that would change my coverage ratio. He said that he would inform the loan officer of the changes and that he would update me the following week if that would change the banks response. On XXXX XXXX, regardless of my updated figures, he emailed me that I was denied. XXXX XXXX expressed extreme remorse and said that he would work with a non-profit agency where he served on the board to help me obtain funding. 

I was shocked. Until that point, although he did not say definitively that I would be approved, he did say that I was a great candidate, and that he would be surprised if I was denied. In our conversations about my chances, I would say If I am approved and he would respond You mean when you are approved. 

While I received my initial declination via mail at approximately the same time, I continued to request a more detailed explanation. From the moment and the way XXXX XXXX spoke to me in his office, I did not think that his calculation of my debt service coverage ratio was legitimate. Frankly, I did not believe that XXXX XXXX was being truthful. He was evasive in providing me with a more detailed denial reason and barely looked me in the eye. His continued reassurance to me that he was remorseful and that he would work with other lenders to help me secure a loan seemed disingenuous. 

As I waited for the second denial letter, I started working with another agency for a loan. Within hours of sending the loan officer my business plan, he responded with a slew of questions and suggestions about my profit loss statement, none of which XXXX XXXX raised. That was when I realized I made simple XXXX formatting errors which made me question whether XXXX XXXX or his loan officer read the plan or planned to deny my request regardless of my qualifications. 

After several requests, on XX/XX/XXXX XXXX XXXX sent me a second denial letter which stated I was denied for the following reasons : personal net worth, debt service coverage ratio, and start-up/length of time in business. Since he had told me and another colleague previously that I was denied solely based on my coverage ratio, I asked for the third party to verify that in writing. 

My net worth far exceeds the amount requested ; I requested {$400000.00} and my net worth is over {$890000.00}. As for being a new start-up, XXXX XXXX said in XXXX that before Banner Bank would even proceed with my loan request, I had to pass the banks initial screening about being a start-up business which he said I met. As for the debt service coverage ratio, he did not provide his calculations, which again makes me question the true value.",None,BANNER CORPORATION,CA,95969,Servicemember,Consent provided,Web,02/28/23,Closed with explanation,Yes,N/A,6629090
07/23/23,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,None,I fell behind in my loan due to personal issues and me being a XXXX  mom of XXXX I was notified by the company that I can renegotiate my loan which is XXXX and they will take XXXX XXXX my loan which would be about XXXX I went to apply for the renegotiate and tit still showed my current loan of XXXX without the XXXX XXXX and they were charging me XXXX in Finiance charges which brought the total to XXXX to pay off I called the company to explain to them my calculations how was it that much when my annual rate is XXXX XXXX she didnt say anything until I acknowledged that it was predatory lending and I will be reaching out to file a complaint she then said dont do that it was just a system glitch and that my loan will be XXXX I asked her what the financie charge will be she wouldnt give me an answer said a supervisor would be calling me no one ever reached out I received an email saying my account was past due XXXX which its not only XXXX and wanted me to pay immediately they have now been sending me invoices telling me to pay,None,"BLINCLOANS, INC.",MO,64133,None,Consent provided,Web,08/30/23,Closed with explanation,Yes,N/A,7288845
07/23/23,"Payday loan, title loan, or personal loan",Title loan,Problem with the payoff process at the end of the loan,None,"Lien on car title has not been released even though loan paid in full. Please send lien release to : XXXX XXXX XXXX XXXX XXXX XXXX XXXX, CO XXXX and email lien release letter to XXXX. Lien information on title : XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXXXXXX, MO XXXX. This is the Speedy Cash location.",None,CCF Intermediate Holdings LLC,CO,808XX,None,Consent provided,Web,08/30/23,Closed with explanation,Yes,N/A,7289342
05/31/23,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,None,I got a loan for {$1600.00} in XX/XX/2023. My payments are extremely high interest. So I decided I'd like to pay off quicker. Well I made a payment for over {$500.00} thinking it was paying down this loan. Then they took out a payment for {$420.00} so I'm thinking it's not much more to payoff. Now they re telling me I still owe until XX/XX/2023. I am XXXX XXXX and this is confusing for me. I feel as though I'm being taken advantage of. Please help..,None,Wolf River Development Company,CA,92307,None,Consent provided,Web,07/07/23,Closed with explanation,Yes,N/A,7045400
05/30/23,"Payday loan, title loan, or personal loan",Personal line of credit,Problem with additional add-on products or services,None,"On XX/XX/XXXX, my CFPB case XXXX got a response from AMEX on XX/XX/XXXX. Why everything else was corrected/addressed but this missing XXXX Membership Rewards Points from my Kabbage XXXX  line of credit account didn't get resolved. I had provided my feedback on XX/XX/XXXX although that CFPB case XXXX was closed. 

I didn't get any response from American Express for the original case which I opened on XX/XX/XXXX XXXX so I opened a new case on XX/XX/XXXX to address this issue. The NEW case number with American Express is XXXX. 

XXXX Membership Rewards Points should be awarded to my account after I meet the qualifying activities on the Business Gold Card and draw at least once from the Kabbage XXXX  line of credit within the first 3 months of Business Gold Card Membership. Please see the promotional offer published ( public offer to everyone ) last XXXX and I did open both Business Gold Card and Kabbage XXXX  line of credit account by the end of XX/XX/XXXX and have fulfilled all the requirements to be eligible to receive this XXXX Membership Rewards Points. Please see the promotional offer details from the picture displayed using the URL below or the image attached. Thank you. 

I need to emphasize that this XXXX Membership Rewards Points Kabbage XXXX  line of credit account is a PUBLIC offer and paired with XXXX XXXX XXXX Membership Rewards ) points for Business Gold. 

Details are as the following : On XX/XX/XXXX, I opened a new American Express Gold Card as well as the Kabbage account ( It's an affiliated bank product called Amex Business Line of Credit - Small Business Line Of Credit ). According to their advertisement, the promotional offer stated that as long as the customer opened these two accounts together as a pair and fulfilled the requirements for both account, I will receive XXXX ) XXXX XXXX XXXX Membership Rewards ) points for Business Gold ( I successfully spent XXXX in 3 months and got XXXX XXXX XXXX ) XXXX ) XXXX XXXX XXXX Membership Rewards ) points for Kabbage ( I fulfilled all the requirements and did borrow the money from the account at least once. But XXXX XXXX XXXX were not awarded as the promise ). 

I opened a claim with the ticket # XXXX with AMEX Business Gold customer service department XXXX XX/XX/XXXX and followed up with them numerous. It's been no progress at all since then and no updates as well. They just stated the back office needs to look into it. 

After several attempts to try resolving this case without any success, it leaves me no options but to file a complaint here. Please direct this case to AMEX customer service team for me.",None,AMERICAN EXPRESS COMPANY,CA,951XX,None,Consent provided,Web,05/30/23,Closed with explanation,Yes,N/A,7047087
07/21/23,"Payday loan, title loan, or personal loan",Title loan,Loan payment wasn't credited to your account,None,"I have been getting constant harassing phone calls from Onemain financial services, stating that I need to pay my title loan. As, I have already catched up to my previous amount owed. I mentioned to them ( Onemain financial ) that, I have been injured in a commercial car accident. And, I had been paying an insurance with the car loan, WHICH the insurance company has paid the loan amount into my account/balance. They keep calling me, when in fact the actual XXXX payment is not due until XXXX XXXX of this year. They are disregarding the letter the main corporation sent to my previous case attorney, XXXX. They keep calling me and pressuring me to pay something that is not due for a couple months.",None,OneMain Finance Corporation,TX,77084,None,Consent provided,Web,07/21/23,Closed with explanation,Yes,N/A,7283269
